ID	PrimaryID	Title	Characteristics	ProjectTitle	IUBUnit	IUBWorker	DateCompleted	IntScore	IntNotes	ContScore	ContNotes	RareScore	RareNotes	DocScore	DocNotes	TechScore	TechUnknown	TechNotes	GenerationStatement	GenerationNotes	IntellectualPropertyStatement	IntellectualPropertyNotes	GeneralNotes
286	77-073-F	"Gambia, Senegal, Mandinka, Fula, and others, Roderick Knight, 1970"		First 5 Yr Prioritization	7	13	5/3/13	4.5	Kind of African music that has enjoyed much popularity and scholarly attention.  Knight relatively well known.	4.8	Has depth and breadth.  Narrow time window.	3	"Moderately rare, taking into account the time period."	4.9	Two folders of fieldnotes (but no photographs).	4.2	FALSE	"Recorded on a Nagra.  Better than average, but some minor flaws."	Originals		Option 3		
474	Journalism 1	Women in Newspaper Management	Video of a conference held on campus in 1979.		81	13	8/8/13	4.8	"Gender studies, media studies, and journalism -- issues of gender equity at a time when there wasn't a lot of it."	4.6	"Haven't seen videos yet; booklet suggests it's comprehensive, good questions for discussion, leading figures, on heels of some major lawsuits, probably last video of Nelson Poynter"	4.8	There's nothing comparable out there.	4	Detailed booklet made available with video.		TRUE		Originals			All knew it was going to be distributed.  Was distributed by IU School of Journalism under grant funding.	
19	C337	"James King papers, 1940-1999, bulk 1968-1999"		Test Runs	1	16	6/13/12	3	"Noted opera singer -- significant though not ""among the greats"""	2	"Random selection, not systematic, fragmentary"	2.5	"Often radio recordings, much would be hard to get."	3	"Some well identified, some not.  Not highly substantial.  Part of larger collection, though."		TRUE		unknown	often off the air	not owned by IU		
20	C274	Polish Center	Small collection of audiotapes of speakers.	Test Runs	1	16	6/13/12	2.6	"Only a few speakers, Polish, don't really know stature apart from Lech Walesa."	1.8	"Small, not representative of whole program."	2.5	Only recordings of these presentations.  But probably many recordings of the people.	3	Adequate but basic; some contextualizing info in rest of collection.		TRUE		unknown	at least some are duplicates	not owned by IU		
21	C384	"Folklore Institute, Smithsonian Festival of American Folklife"	Students went to festival in 1987 and recorded events.  Fieldwork by Jongsung Yang.	Test Runs	1	16	6/13/12	3	Specialized interest.	4	"A book is based on this.  Limited and narrow, however, seen in terms of festival as a whole."	3	Many recordings of festival exist; interviews of this kind may be somewhat rare.	3.7	"Much additional documentation on the festival, including some on the tapes."		TRUE		unknown	likely originals	not owned by IU	interviews would have to come with donor forms	
23	"Ford, J. mss."	"Ford, J. Collection"		Test Runs	5	16	7/11/12	4.5	Constantly being used	4.4	Same consideration	3.4	John Ford has been interviewed elsewhere.	4.5	Size of collection.		TRUE		originals	We think they're originals.		"Dan Ford has executor rights, zealously overseen.  Could not be publicly streamed."	
24	Bogdanovich mss. Interviews	Bogdanovich mss. Interviews	Ratings pertain only to the portion comprising interviews with directors.	Test Runs	5	16	7/11/12	4.5	Major film directors	4	"High quality, thorough, but far from one-stop shop"	3	Other such interviews exist	2.5	Adequate but basic.  Bulk of Bogdanovich papers are about his OWN work.		TRUE			Believed to be originals		"Would depend on interviewee, but Bogdanovich very use-friendly."	
25	Rust Hills mss.	Rust Hills mss.	Hills was editor at Esquire magazine	Test Runs	5	16	7/11/12	3.5	"American literary culture of late 1950s, early 1960s."	2.5	"Symposium.  Mix of literary figures of varying importance, a few days of talks."	3	Some of the talks you can find in other places.	3.5	Documentation surrounding the symposium.	4	FALSE	Could listen to items already digitized.		presumed original		"Wouldn't want to live stream, would be some issues with some authors.  Gore Vidal sues."	
26	"Polsgrove, Carol mss."	"Polsgrove, Carol mss."	"Another Esquire person; tapes are her interviews with figures for ""It Wasn't Pretty, Folks...."""	Test Runs	5	16	7/11/12	3	Moderate; these are more editors as opposed to authors.	3		2.5		2	Tape and book is all we have.	3	FALSE	"Haven't listened to them, but sure it's satisfactory"		originals		"individuals and publishers, plus one tape clearly marked as not to be published (RE: Gore Vidal\\"	
95	ohrc003	"Biography: Robert A. Taft, 1968"	"1 interview, tapes, transcripts"	First 5 Yr Prioritization	10	16	12/5/12	3.8	"Charles Taft discusses politics in Cincinnati during the late 1920s. He talks about his brother, Robert A. Taft, and his political career."	3.5	One interview	4.3	"Probably found elsewhere, but not in interview form"	3.4	Transcript		TRUE		Originals		Open		
96	ohrc024	"Biography of William Fortune, 1986"	"Indiana history, Indianapolis history, two interviews, transcripts"	First 5 Yr Prioritization	10	16	12/5/12	3.5	"Eli Lilly, James Whitcomb Riley, Trader's Point, Interviews with daughters"	4	"Two interviews, very thorough, interviewd by Jim Madison"	4.4	Will not find this anywhere else	3.4	Just transcripts and one photograph		TRUE		Originals		Open		
97	ohrc025	"Blacksmithing, 1978"	"Blacksmithing and welding in Indiana, 1 interview, transcribed"	First 5 Yr Prioritization	10	16	12/5/12	2.5	"Blacksmithing, welding, bell casting, so far unused"	2.5	"Only one interview, likely other interviews about the topic exist"	3.5	Likely the only interview with an Indiana blacksmith of this nature	3.4	"Transcript, nothing else"		TRUE		Originals		Open		
98	ohrc112	"Burmese Immigrants in Indiana, 2001-2002"	"Indiana Burmese population, in-depth, unique project, 20 interviews with transcripts"	First 5 Yr Prioritization	10	16	12/5/12	4.7	"Unique project, Indiana has high Burmese population, used frequently"	4.6	"Covers a great deal of territory, all interviews transcribed, unique"	4.9	No other projects like this	4.5	All transcribed and lots of documentation		TRUE		Originals		Restricted		
99	ohrc032	"Careers in Librarianship, 1992"	"SLIS student project, history of SLIS and history of librarianship, 10 interviews, transcribed"	First 5 Yr Prioritization	10	16	12/5/12	4.4	"Former SLIS dean, Manhattan project, history of libraries"	4	"Many interviews, thorough, transcribed, covers many areas"	3.8	Rare to find all of these in one place	3.4	Transcripts		TRUE		Originals		Open		
100	ohrc026	"Castleton, Indiana in Transition, 1982-1983"	"Indiana history, urbanization, 3 interviews with older folks"	First 5 Yr Prioritization	10	16	12/5/12	4	"Indiana history, Indianapolis history"	3.8	"Three interviews, thorough, likely the only ones about Castleton"	4.4	Unlikely these folks would have been interviewed elsewhere	2.4	No transcriptions		TRUE		Originals		Open		
101	ohrc027	"Christian School Movement, 1985"	"Indiana education, education history, history of Christian education"	First 5 Yr Prioritization	10	16	12/5/12	4	Indiana Christian school education	3.8	Covers many areas of Indiana education history	4.4	Unlikely to find these interviews elsewhere	3.4	Transcripts only		TRUE		Originals		Open		
102	ohrc029	"Committee for Environmental Information, 1972-1973"	"Environmental movements, nuclear arms, history of environmentalism, politcal history"	First 5 Yr Prioritization	10	16	12/5/12	3.8	"Environmental action and political history, atomic history, history of societies, includes former presidential candidate Barry Commoner"	3.8	"Four interviews, probably fairly thorough for this particular subject"	4.4	Unlikely to find others like this	3.4			TRUE		Originals		Open		
103	ohrc030	"Communism in the United States, 1968"	"Communism, Congress, Presidential Candidates, political history - 1 interview"	First 5 Yr Prioritization	10	16	12/5/12	4	Early twentieth century communism; presidential candidate; WV congressman; still unused	3.6	"Only one interview, but not a common one and probably in depth"	4	Unlikely to find elsewhere	3.4	Transcribed		TRUE		Originals		Open		
104	ohrc031	"Council on Foundations, 1991-1992"	Early Political Science; Interviewed by Nobel Lauriette; Interviewed over two years; 6 tapes	First 5 Yr Prioritization	10	16	12/5/12	3.8	Establishment of early poli sci; teaching experience from all over; interviewed by Elinor Ostrum	3.8	Interviewed over six tapes; thorough interview	4.4	"Unlikely to find this elsewhere, plus interviewed by Nobel prize winner"	3.4	Just transcripts		TRUE		Originals		Open		
105	ohrc034	"Dubois County: A Home for God's People, 1998"	"Ethnicity, immigration, shifting traditions in rural communities, de-industrialization, rich data"	First 5 Yr Prioritization	10	16	12/12/12	3.3	Not a lot of usage; Indiana history and well done	4.1	"Good interviewer, better as part of larger collection"	4.8	Not going to find this anywhere	3	Partially transcribed		TRUE		Originals		Open		
106	ohrc037	"Dubois County: Christian Communities in Southern Indiana, 1998-1999"		First 5 Yr Prioritization	10	16	12/12/12	3.3		4.1		4.8		3			TRUE		Originals		Open		
107	ohrc035	"Dubois County: German Americans, 1993-1994"		First 5 Yr Prioritization	10	16	12/12/12	3.3		4.1		4.8		3			TRUE		Originals		Open		
108	ohrc036	"Dubois County: Hoosier Faiths, Hoosier Communities, 1996-1997"		First 5 Yr Prioritization	10	16	12/12/12	3.3		4.1		4.8		3			TRUE		Originals		Open		
109	ohrc038	"Dubois County: Religion, Community, and Ethnic Identity"		First 5 Yr Prioritization	10	16	12/12/12	3.3		4.1		4.8		3			TRUE		Originals		Open		
110	ohrc039	Dubois County: The Interwar Years		First 5 Yr Prioritization	10	16	12/12/12	3.3		4.1		4.8		3			TRUE		Originals		Open		
111	ohrc105	"Early Women Workers at the Bloomington RCA Plant, 1990"	"1990, labor history, women in labor"	First 5 Yr Prioritization	10	16		4.5	"Have been used, interesting subject"	3.4	Good interviewer	5	Not a lot of collections that do these ladies - not much about women factory workers in general	2.4	Not transcribed		TRUE		Originals		Open		
112	ohrc040	"Economic Development in Indiana, 1996-97"	"29 interviews, economic development, all over Indiana, de-industrialization, environmentalism"	First 5 Yr Prioritization	10	16	12/12/12	3.4	"Never been used, Indiana history"	3.5	Labor history interviewers	3.4	"More public/corporate figures, people who are interviewed a lot"	2.4	"None transcribed, a few supporting documents, done with intention of no transcription"		TRUE		Originals		Open		
113	ohrc083	"Hamburg University Nursing Home Study, 1981"	"Talked to old people at Bloomington Convalescent Center; BCC, staff; Alcoholism; Families"	First 5 Yr Prioritization	10	16	12/12/12	3.4	Has been used	2.4	"Very short interviews, not convinced about quality"	4.2	Not going to find anywhere else	3.4	All transcribed		TRUE		Originals		Restricted	Was told to notify the interviewer whenever it's used - person not found (used more than once and can't be found) - need to go through Barbara who made a good faith effort to find him.	
114	ohrc044	"Historic Preservation in Indiana, 1981-1982"	12 interviews;	First 5 Yr Prioritization	10	16	12/12/12	3.5	Southern Indiana history; Lilly and Ball familes; used sparsely	3.5		4.1	"Moderately rare, interviews with movers and shakers"	3	"Some not transcribed, not indexed,"		TRUE		Originals		Mostly Open	One Restricted	
115	ohrc043	"History and Development of Girls' High School Sports, 1989"	"27 interviews, vary in length, Indiana high school athletic association"	First 5 Yr Prioritization	10	16	12/12/12	4.5	"Indiana history, women's sports, women's history, IHSAA history"	3.5	"Longer interviews, fociused topic, likely a good bit of detail"	4.2		2.4	Not transcribed		TRUE		Originals		Open		
116	ohrc046	"History of Business, 1971"	One interview; business methodology; historic study	First 5 Yr Prioritization	10	16	12/12/12	3	No one has ever used it; seems thorough	3	Only an hour	3	"Not sure how rare he would be, not much info to be found"	3.4	Some additional components		TRUE		Originals		Open		
117	ohrc047	"History of Indiana, 1971-1980"	"History of Indiana, compiled from several singular projects"	First 5 Yr Prioritization	10	16	12/12/12	4.7	"Never been used, interviews with older folks (born as early as 1889), 253 page interview, History of IU, History of education, Racism, Military history, IN/KY border dispute"	4.4	Big interviews - full of information and interviews with very elderly people	5	"Extremely unique, one-of-a-kind interviews"	3	No other supporting material; two not transcribed		TRUE	Some not transcribed	Originals		Open		
118	ohrc048	"History of Middle Way House, 1996"	Volunteers/administrators at non-profit organization; non-profit history; feminism	First 5 Yr Prioritization	10	16	12/12/12	3.4	These are the people serving the people in it	3.4	Not extensive	3.4		3.4			TRUE		Originals		Open		
119	ohrc049	"History of New Harmony, Indiana, 1977"	History of religion; New Harmony in 20th Century	First 5 Yr Prioritization	10	16	1/2/13	4	Not sure it's been used; interesting for its time period;	4.2	Relatively thick for the topic; older folks who grew up in New Harmony	4.8	Long-time residents; Meaty interviews	3.4	"Nothing else, all transcribed"		TRUE		Originals		Open		
120	ohrc050	"History of Saint Meinrad Archabbey, 1980"	4 interviews; 3 benedictines;	First 5 Yr Prioritization	10	16	1/2/13	4	Not been used; changes in Catholic church and monastic life; business life as well as religious one	3.5	Not as extensive as others	4.7	"Pretty rare, probably not interviews with these other monks, older interviewees; not as old but probably very rare"	3.2	One is not transcribed		TRUE		Originals		Open		
121	ohrc051	"History: Calumet, Michigan, 1971"	9 interviews; mining town history; labor and ethnic history	First 5 Yr Prioritization	10	16	1/2/13	4.4	Some use; subject interested bumped up due to labor and ethnic history;	4.1	"Varies; Some are thicker, some are skinnier; high quality and rich, but varies in its quality"	4.7	Not gonna find these people in another place; issues discussed elsewhere; family histories	3.3	No complimentary material; missing one transcribed		TRUE		Originals		Open		
122	ohrc052	"History: Indiana Humanities Council, 1993"	"Funded by IHC; anniversary project; history of organization, roles of people at IHC"	First 5 Yr Prioritization	10	16	1/2/13	3.4	Not gotten any use; institutional history	3.5	Good interviews but not very long; Ball family represented	3.4	Would be other sources; might be interviews elsewhere	4	All transcribed; additional material		TRUE		Originals		Open		
123	ohrc054	"History: IU Center on Philanthropy, 1993"		First 5 Yr Prioritization	10	16	1/2/13	4.8	Rare for universities to have this kind of unit; no use but all of the copies are at the center on philanthropy library	4.2	Founders and members of the center;	4	Similar info can be found elsewhere	3.4	All transcribed but no complimentary material		TRUE		Originals		Open		
124	ohrc055	"History: Kinsey Institute for Sex Research, 1971-1972"	Basis of Kinsey biography	First 5 Yr Prioritization	10	16	1/2/13	5	"Used often, right up there with History of IU (gets more use); people come from overseas to use it"	4.4	Good interviews and thorough; high quality	4.7	Lots out there despite it being the basis for book	3.4	All transcribed; no other stuff		TRUE		Originals		Open	Had stipulated being closed until book was finished	
125	ohrc056	"History: Modern Theater, 1978-1979"	"Professional actors/actresses, directors, academics in theater"	First 5 Yr Prioritization	10	16	1/2/13	3.4	"Interesting but has not gotten any use, even with big names"	3.4		3.4	These are all public figures	3.4	Transcriptions		TRUE		Original		Open	One interview not for commercial use	
126	ohrc057	"History: Paoli, Indiana, 1987-1989"	Indiana history	First 5 Yr Prioritization	10	16	1/2/13	4.4	Got some use; was the foundation for a follow-up project (the social phase of death)	4.4	Good interviews; good coverage of life in Paoli; rare interview with Lotus Dickey	4.8	Not going to find these anywhere else	3.4	All transcribed; nothing beyond		TRUE		Originals		Open (see notes)	One restricted out of all	
127	ohrc023	"History: Pike County, Indiana, 1976"	Migrations and customs in coal town; community rivalry; racism;	First 5 Yr Prioritization	10	16	1/2/13	3	Never used; given it a 3; klan is in there	3	No idea who interviewer is	4.8	Probably very rare	2.4			TRUE		Originals		Open		
128	ohrc058	"History: Starke County, Indiana, 1986"	Life in Indiana county; farming; Indiana history	First 5 Yr Prioritization	10	16	1/2/13	3.5	All old folks; dealing with the changes in a rural community over time	3.4	Several interviews but not long	4.8	Old folks	3.4	All transcribed		TRUE		Originals		Open		
178	PDAVIS_Magnetic	Peter Davis Collection - African Materials	"70s-early 90s, Apartheid, Generations of Resistance and the White Logger, documentaries"	First 5 Yr Prioritization	8	16	2/5/13	4	"Two recent requests internally, some significant films, anti-apartheid films to"	3.5	Not super thorough but very complete	3	"Includes propaganda films, etc."	4.5	"Saved everything - newspapers, magazines, literature, etc."	3	FALSE	"Commercially release - PBS documentaries - Umatic, etc. He still sells them."	Mixed	Multiple copies and some are commercially available.	Questionable	Not a dociumented deed of gift. Correspondence to suggest that one was discussed. Have to go back to him about that. Waiting on that having just established an advisory board for the BFCA. Before putting it them.	
180	BFCARecords	BFCA Event Recordings and Interviews	"Multiple formats, material made here."	First 5 Yr Prioritization	8	16	2/5/13	4.7	Black film history.	4.8	Very complete	5	No one else has these.	4.2	Minimal transcriptions - likely more available		TRUE		Mixed	Originals and duplicates exist	Mixed	Some up in the air.	
181	STB	"S. Torriano Berry Collection, 1982-2008"	"Independent midwestern filmmaker, UCLA LA Rebellion member, film scholar, black sci-fi/horror, resu"	First 5 Yr Prioritization	8	16	2/5/13	3.2	"Mostly creative work, LA Rebellion has galvanized folks, early independent black film maker."	4.5	Most comprehensive of the locations	4	Embalmer and No Matter What available elsewhere	1.5	Documentation is poor - trying to get more out of him.	3.4	FALSE		Copies	"No originals - but in some cases these are the only the copies (Beta SP comps of short films from the 80s, for example)."	Unknown	Unsigned deposit agreement on this collection.	
188	97/104	Records - Band Dept. - School of Music	"Audio tapes, records, films, photos, publications, and clippings from 1930s-1990s - 26 cu ft."	First 5 Yr Prioritization	1	16	2/6/13	4	"A lot of Marching Hundred, Symphonic Band, Brass Band, Wind Ensemble"	4	"Most comprehensive possible for this collection and this time period, 60s-on is strongest."	4.5	Can't document that this isn't floating around.	3.7	"Probably a history floating around, not a lot with the boxes."		TRUE		Originals		Unclear - probably open but need to check.	The band is an IU institution - probably shot by IU people. Work for hire. Assumed IU owns.	This will be sampled so not all of the games will be reformatted.
189	96/010	I.U. News Bureau	"Films and audio tapes 1960-1995. Content not known for most of the tapes. ""Forum"" recordings."	First 5 Yr Prioritization	1	16	2/6/13	3.6	Very IU centric. Will bring in experts. TV Halftime shows to commencement. Films.	2.7	Really only a sample of what they've put out.	3.4	Copies are probably around.	2.2	Only about 5 boxes are described.		TRUE		Mixed	Some originals.	Probably Open	Probably owned by IU	This might be sampled as well.
190	NMBCCL01	African American Studies	"Lectures by prominent figures (Gregory, Lieberman, Farakhan) dealing with history and culture."	First 5 Yr Prioritization	48	16	2/11/13	5	Of the highest interest for this institution - no longer with us	4		3.4		3.4		3	FALSE	"We know some, but haven't been listened to in a long time - 3"	Mixed		Open (likely owned by IU)		
191	NMBCCL02	Arts	"Poetry readings, other readings (Langston Hughes), conference proceedings."	First 5 Yr Prioritization	48	16	2/11/13	4.5	"English, history, cultural groups, ethnomusicology, wide breadth of interest"	3.5		4	Very rare but some similar	3.4		3	FALSE	"We know some, but haven't been listened to in a long time - 3"	Mixed		Open (probably IU owned)		
192	NMBCCL03	Journalism	"Collection of local and national journalistic artifacts, real journalistic things"	First 5 Yr Prioritization	48	16	2/11/13	4	"Of high interest to current journalism students, news organizations"	3		3.4	Probably moderately rare	3.4			TRUE		Mixed		Open (Probably IU owned)		
193	MDP001	Things Remembered: A History of the Kelley School of Business		First 5 Yr Prioritization	47	16	5/7/13	4.5	High for unit.	4.5	"Lengthy interviews, more hours than anything else there."	4.5	Presumably nothing comparable exists.	1.5		4	FALSE	Good enough for production use.	Originals			Check with Kelley School	
194	MDP002	The Visual Language of Broadcast News		First 5 Yr Prioritization	47	16	5/7/13	4	Would be used in telecom class.  Local footage.	4		4		1.5		4	FALSE		Originals				
195	MDP003	Finite Show		First 5 Yr Prioritization	47	16	5/7/13	4.6	"Required class, valuable for teaching it, engaging, local TV vibe."	4.5		3.5		1.5		3	FALSE		Copies	"Originals with math department at IUPUI, ask Michael Jaziak (sp?)"			
196	MDP004	Neal-Marshall Club Interviews		First 5 Yr Prioritization	47	16	5/7/13	3.5		3.5		3.5		1.5		4	FALSE		Originals				
197	MDP005	Star Team	ASK RALPH	First 5 Yr Prioritization	47	16	5/7/13	3.1		3.5		3	Lack info	1.5		4	FALSE		Originals				
198	MDP006	Cicada Earth		First 5 Yr Prioritization	47	16	5/7/13	4.2		3.7		4	Cicadas in Bloomington	1.5		4	FALSE		Originals				
199	MDP007	HPER Program	ASK RALPH--may have been a conference	First 5 Yr Prioritization	47	16	5/7/13	3.2		3.5		3	Don't know.	1.5		4	FALSE		Originals				
200	MDP008	FACET	Faculty Colloquium on Excellence in Teaching -- retreat	First 5 Yr Prioritization	47	16	5/7/13	3.5	May have faculty research interest.	3.6		3.2		1.5		4	FALSE		Originals				
201	MDP009	Writing Tutorial Services	ASK RALPH -- probably video to explain to students how to use it	First 5 Yr Prioritization	47	16	5/7/13	2		3.5		2.5		1.5		4	FALSE		Originals				
202	MDP010	Service Learning	ASK RALPH -- probably video to explain to students how to use it	First 5 Yr Prioritization	47	16		3		3.5		2.5		1.5		4	FALSE		Originals				
203	LMC 2465	Bradley mss.	"3 audiocassettes, 70 reel to reel, 13 LPs - 3 boxes, prints of some of those films"	First 5 Yr Prioritization	5	16	2/22/13	4.5		3	LPs are the ones used for Peer Gynt - 45 recorded tapes that go with the home movies	3.5		3.5			TRUE		Mixed	"Some commercial LPs, mostly home recordings"	Open		
205	LMC 3004	Kael mss.	Pauline Kael the movie critic	First 5 Yr Prioritization	5	16	2/22/13	4.5		3.4		4.5		4.5			TRUE		Original		Open		
207	LMC2761	"Belton, Don mss."		First 5 Yr Prioritization	5	16	3/1/13	3	The collection has been and is in use currently with a Helm Fellow coming soon	2.8	"Lower score due to some of the unknowns of the content; some appear to be tapes made by Don from commercial  
            Lower score due to some of the unknowns of the content; some appear to be tapes made by Don from commercial broadcasts"	2.8	SAA; Some are interviews by or with Don that may be unique.	2.4		2.8	FALSE		Original		Open		
224	A201/A202	"RTVS A-201 and A-202 1"" Tapes"	"School of Business Course. Lessons for accounting, etc. Produced by RTVS for school of business."	First 5 Yr Prioritization	52	16		3	Standardized content development. History of A201	4.75	As far as is known this was the entire course	4.5		2.5	Not sure if there are other materials. Claire Gregory() producer.	4	FALSE		Originals		Open		Marked in spreadsheet with yellow highlights
225	DCI	DCI/Summer Music Games/Star of Indiana	Drum Corps Championships including Star of Indiana - Likely recordings of live PBS broadcasts	First 5 Yr Prioritization	52	16	3/25/13	3		4.75		3	Tom Blair (producer for DCI) has digitized all DCI media.	2		4.5	FALSE		Originals		Unknown	Tom Blair knows copyright specifics. Likely all copyrights belong to DCI.	Tom Blair has digitized all of this. Exists digitally through DCI or Tom Blair. Not sure if there are other ways. Highlighted in orange red.
226	Little 500	Little 500 Footage from Selected Years - Misc. Tapes	"Footage of Little 500, both men's and women's races."	First 5 Yr Prioritization	52	16	3/25/13	3.75		4	"6 tapes - 90, 91, 99"	4.25		3.5		4	FALSE		Originals		Open		Highlighted in Orange on spreadsheet
227	University Relations	IU Public Affairs-Outreach	"Mostly features, highlights, news releases, etc."	First 5 Yr Prioritization	52	16	3/25/13	4		3.5		4.25	May not be anywhere else.	2.5		4	FALSE		Originals		Open		Highlighted in seafoam green.
228	IUAM-1	Individual Accessioned Artworks	Limited edition accessioned artworks	First 5 Yr Prioritization	15	16	3/29/13	3.5		3.5		3.5		3.5			TRUE		Copies		Artist Held		Ranked 3 of 4.
229	IUAM-2	Ronald Nameth Films	Ronald Nameth Films - Originals	First 5 Yr Prioritization	15	16	3/29/13	4		4		4		4			TRUE		Originals		Artist Held		
230	IUAM-3	Art Sinsabaugh Archive - Home Movies (Personal History)	"Home movies, personal history, etc."	First 5 Yr Prioritization	15	16	3/29/13	4		4		4		4		4	FALSE		Originals		Artist Held		
231	IUAM-4	Art Sinsabaugh Archive - Conference (SPE)/Other Artists' Talks	Conference recordings and seminars	First 5 Yr Prioritization	15	16	3/29/13	3.75		3.75		3.75		3.75			TRUE		Originals		Likely Artist	May be held by IU - TBD	
232	IUAM-5	Art Sinsabaugh Archive - Artistic Sound Recordings	Works of audio art	First 5 Yr Prioritization	15	16	3/29/13	4		4		4		4			TRUE		Originals		Artist Held		
233	IUAM-6	Art Sinsabaugh Archive - Archive Conversations	Conversations with Sinsabaugh as he put the archive at IU together	First 5 Yr Prioritization	15	16	3/29/13	3.75		3.75		3.75		3.75			TRUE		Originals		Likely Artist	Could be IU - TBD	
234	IUAM-7	Exhibition-Related Materials	Various exhibitions recorded by IU Art Museum	First 5 Yr Prioritization	15	16	3/29/13	3.25		3.25		3.25		3.25			TRUE		Originals		IU owned unless recorded by IU		
235	RTVS-FOLK	RTVS and Folklore Documentaries	"Highlights of the A-C-D festival, likely a dub of complete program, videos from Indiana Collection"	First 5 Yr Prioritization	52	16	4/1/13	4.5		4.2		4.75		2.5		4	FALSE		Mixed	Might all be dubs from quad	IU OWNED	RTVS and folklore created	Green
236	INST	Misc. Course Materials	"RTVS created videos for IU courses, including abnorml psych, reading, etc."	First 5 Yr Prioritization	52	16	4/1/13	3		4.5		4.5		3.5		4	FALSE		Mixed	Dubs from quad	Open		Blue
237	IU-MARKETING	Misc. IU Marketing	"Admissions,"	First 5 Yr Prioritization	52	16	4/1/13	3.75		4		4.5	May be one of the few things done in a media format about this subject area.	3.5	Part of an admissions kit which likely still exists somewhere	4	FALSE		Originals	"Two masters, work tape, dub."	Open		"Light brown - 311, 1362, 1521, 1580"
238	WTIU-PRO&CON-EHRLICH	"Pro and Con 1"", President Ehrlich Series"	Current issues discussion program with leading faculty	First 5 Yr Prioritization	52	16	4/1/13	4		3.8		4.2		2		4.2	FALSE		Original		Open		Medium Blue
239	AAAI	Afro-American Arts Institute Recordings	Recordings of performances of afro-american arts	First 5 Yr Prioritization	52	16	4/1/13	4		3.75		4		2.5		3.8	FALSE		Originals	Masters	Open		Mauve (WTIU3928)
240	PBS	WTIU Misc. Recordings/PBS	PBS produced recordings held on tape at WTIU	First 5 Yr Prioritization	52	16	4/1/13	3.5		3.5		2.5		2.5		4	FALSE		Copies		PBS		Purple - WTIU2433
241	RTVS-MISC-MUS	Miscellaneous Music Recordings	"Miscellaneous perforances, some IU faculty"	First 5 Yr Prioritization	52	16	4/1/13	4.2		4.5		4.6		2.5		4.2	FALSE		Originals		Open		Brown/orange - WTIU3990
242	RTVS-RAD	Radiation Safety	Series created here and highly sought after	First 5 Yr Prioritization	52	16	4/1/13	4.5		4.8		4.8		2.5		4	FALSE		Originals	One dub	Open		Gray - WTIU3896
243	WTIU-DOC	Misc. WTIU Documentaries	WTIU produced documentaries on various subjects	First 5 Yr Prioritization	52	16	4/1/13	4.6		4.75		4.75		2.5		4.5	FALSE		Originals		Open		Plum - WTIU2043
244	BFCA-core-vhs	BFC/A Core Collection - VHS	"Purchased or otherwise acquired, a lot from individual donors including filmmakers."	First 5 Yr Prioritization	8	16	4/9/13	4.8		4	Thorough but not complete	3	Some out of print things	1.5	Pretty limited		TRUE		Original manufacturer		Mixed		Noted that curatorial review may bump this higher on the list.
245	MILES	William Miles	Supplementary material related to documentary production - black soliders in WWI - VHS	First 5 Yr Prioritization	8	16	4/9/13	3.35		2.5		4		3	At least a minimal finding aid	3	FALSE		Dubs		Restricted	Rights to provide research access onsite	
246	GUIDA	Louis Guida	Production materials for a 1990 documentary directory - Clarence Gatemouth Moore	First 5 Yr Prioritization	8	16	4/9/13	3.4	"Never been used, interesting subject, not a perfect fit for a film archive"	4.5	Exhaustive for this project.	4.8	Not another collection dedicated to this film anywhere.	4.2		4.4	FALSE		Originals	"Some copies of stock footage, archival footage used for the project"	Restricted	Deposit - can be withdrawn	
247	WEST	John West	2002 film starring John West called Barbecue - interviews with the director - 35mm print - VHS	First 5 Yr Prioritization	8	16	4/9/13	2.4		3.4		3.5		3.4			TRUE		Originals		Mixed	Gift agreement	
248	MAPLE	Jessie Maple	First African American woman to produce/direct feature - mostly VHS - substantial material	First 5 Yr Prioritization	8	16	4/9/13	4.4	Worked to get grant to preserve Will - copy of the new print - Will had a theatrical premiere sponsored by NYWFT	4.5		4.9		4.5			TRUE		Mixed	May not all be originals but could be best copies	Mixed		
249	MAPP	Edward Mapp	VHS/DVD Important black film collector - regularly sends VHS/DVDs	First 5 Yr Prioritization	8	16	4/9/13	2.5		2		2.5		1.5			TRUE		Copies		Restricted		
250	TRAILERS	Trailers	Limited collection from a few years in the late 1980s to the early 1990s. Mostly major studios.	First 5 Yr Prioritization	8	16	4/9/13	2.3	1990-1991 - studio packets - clips for talk show interviews - some interviews	1.5		2.5		1		3	FALSE		Originals		Restricted		
287	SAGE-01	Items Unique to Sage	Various formats only held at Sage	First 5 Yr Prioritization	30	16	5/8/13	5		5		5		5		5	FALSE		Mixed		Mixed		
288	SAGE-02	Hard to find items held by Sage	Multiple Formats of items that exist elsewhere but are fairly unique	First 5 Yr Prioritization	30	16	5/8/13	4		4		4		4		4	FALSE		Mixed		Mixed		
289	SAGE-03	Common items held by Sage	Multiple formats of items available in multiple places outside of Sage	First 5 Yr Prioritization	30	16	5/8/13	3		3		3		3		3	FALSE		Mixed		Mixed		
328	LMC1899	Muller mss.		First 5 Yr Prioritization	5	16	5/22/13	4.5		4.5		3.5		4.5		3.4	FALSE		Original		Ask Lilly		
329	LMC 1791	Nichols mss.		First 5 Yr Prioritization	5	16	5/22/13	2.5		2.5		2.5		2.5		3.5	FALSE		Original		Ask Lilly		
